"country_name","genres","n"
"Malaysia","Reality-TV",3
"Malaysia","Romance",103
"Malaysia","Sci-Fi",37
"Malaysia","Sport",8
"Malaysia","Thriller",90
"Malaysia","War",2
"Malaysia","Western",3
"Maldives","Action",185
"Maldives","Adventure",99
"Maldives","Animation",44
"Maldives","Biography",7
"Maldives","Comedy",185
"Maldives","Crime",146
"Maldives","Documentary",9
"Maldives","Drama",317
"Maldives","Family",20
"Maldives","Fantasy",46
"Maldives","Game-Show",8
"Maldives","Horror",31
"Maldives","Mystery",70
"Maldives","Reality-TV",8
"Maldives","Romance",103
"Maldives","Sci-Fi",30
"Maldives","Sport",2
"Maldives","Thriller",68
"Maldives","War",2
"Maldives","Western",4
"Malta","Action",164
"Malta","Adult",1
"Malta","Adventure",88
"Malta","Animation",24
"Malta","Biography",19
"Malta","Comedy",165
"Malta","Crime",142
"Malta","Documentary",22
"Malta","Drama",339
"Malta","Family",21
"Malta","Fantasy",35
"Malta","Game-Show",7
"Malta","History",5
"Malta","Horror",24
"Malta","Music",16
"Malta","Musical",1
"Malta","Mystery",56
"Malta","Reality-TV",12
"Malta","Romance",95
"Malta","Sci-Fi",38
"Malta","Sport",8
"Malta","Thriller",79
"Malta","War",6
"Malta","Western",5
"Martinique","Action",214
"Martinique","Adventure",122
"Martinique","Animation",49
"Martinique","Biography",4
"Martinique","Comedy",163
"Martinique","Crime",156
"Martinique","Documentary",11
"Martinique","Drama",322
"Martinique","Family",19
"Martinique","Fantasy",51
"Martinique","Game-Show",5
"Martinique","History",2
"Martinique","Horror",29
"Martinique","Music",35
"Martinique","Musical",3
"Martinique","Mystery",41
"Martinique","Reality-TV",10
"Martinique","Romance",74
"Martinique","Sci-Fi",44
"Martinique","Sport",3
"Martinique","Talk-Show",1
"Martinique","Thriller",77
"Martinique","War",2
"Martinique","Western",9
"Mauritius","Action",200
"Mauritius","Adult",4
"Mauritius","Adventure",106
"Mauritius","Animation",37
"Mauritius","Biography",4
"Mauritius","Comedy",196
"Mauritius","Crime",136
"Mauritius","Documentary",8
"Mauritius","Drama",323
"Mauritius","Family",21
"Mauritius","Fantasy",51
"Mauritius","Game-Show",9
"Mauritius","History",1
"Mauritius","Horror",35
"Mauritius","Music",3
"Mauritius","Musical",2
"Mauritius","Mystery",60
"Mauritius","Reality-TV",13
"Mauritius","Romance",98
"Mauritius","Sci-Fi",40
"Mauritius","Sport",4
"Mauritius","Thriller",69
"Mauritius","War",1
"Mauritius","Western",5
"Mexico","Action",117
"Mexico","Adult",1
"Mexico","Adventure",130
"Mexico","Animation",87
"Mexico","Biography",9
"Mexico","Comedy",221
"Mexico","Crime",107
"Mexico","Documentary",10
"Mexico","Drama",326
"Mexico","Family",21
"Mexico","Fantasy",42
"Mexico","History",5
"Mexico","Horror",31
"Mexico","Music",16
"Mexico","Musical",5
"Mexico","Mystery",44
"Mexico","Reality-TV",2
"Mexico","Romance",107
"Mexico","Sci-Fi",19
"Mexico","Sport",3
"Mexico","Thriller",69
"Mexico","War",2
"Mexico","Western",4
"Morocco","Action",242
"Morocco","Adult",1
"Morocco","Adventure",100
"Morocco","Animation",31
"Morocco","Biography",8
"Morocco","Comedy",169
"Morocco","Crime",194
"Morocco","Documentary",15
"Morocco","Drama",365
"Morocco","Family",16
"Morocco","Fantasy",37
"Morocco","Game-Show",5
"Morocco","History",7
"Morocco","Horror",33
"Morocco","Musical",1
"Morocco","Mystery",61
"Morocco","Reality-TV",9
"Morocco","Romance",75
"Morocco","Sci-Fi",28
"Morocco","Sport",4
"Morocco","Thriller",91
"Morocco","War",3
"Morocco","Western",9
"Netherlands","Action",151
"Netherlands","Adventure",123
"Netherlands","Animation",58
"Netherlands","Biography",20
"Netherlands","Comedy",179
"Netherlands","Crime",147
"Netherlands","Documentary",17
"Netherlands","Drama",335
"Netherlands","Family",25
"Netherlands","Fantasy",49
"Netherlands","Game-Show",6
"Netherlands","History",3
"Netherlands","Horror",27
"Netherlands","Musical",3
"Netherlands","Mystery",50
"Netherlands","Reality-TV",14
"Netherlands","Romance",88
"Netherlands","Sci-Fi",32
"Netherlands","Sport",9
"Netherlands","Thriller",69
"Netherlands","War",7
"Netherlands","Western",10
"New Caledonia","Action",259
"New Caledonia","Adventure",159
"New Caledonia","Animation",65
"New Caledonia","Biography",9
"New Caledonia","Comedy",145
"New Caledonia","Crime",155
"New Caledonia","Documentary",10
"New Caledonia","Drama",302
"New Caledonia","Family",25
"New Caledonia","Fantasy",64
"New Caledonia","Game-Show",2
"New Caledonia","History",5
"New Caledonia","Horror",31
"New Caledonia","Music",11
"New Caledonia","Musical",3
"New Caledonia","Mystery",35
"New Caledonia","Reality-TV",6
"New Caledonia","Romance",56
"New Caledonia","Sci-Fi",52
"New Caledonia","Sport",4
"New Caledonia","Thriller",75
"New Caledonia","War",5
"New Caledonia","Western",4
"New Zealand","Action",189
"New Zealand","Adult",3
"New Zealand","Adventure",123
"New Zealand","Animation",69
"New Zealand","Biography",24
"New Zealand","Comedy",170
"New Zealand","Crime",139
"New Zealand","Documentary",26
"New Zealand","Drama",295
"New Zealand","Family",22
"New Zealand","Fantasy",40
"New Zealand","Game-Show",8
"New Zealand","History",4
"New Zealand","Horror",32
"New Zealand","Music",5
"New Zealand","Musical",1
"New Zealand","Mystery",49
"New Zealand","Reality-TV",23
"New Zealand","Romance",62
"New Zealand","Sci-Fi",37
"New Zealand","Sport",10
"New Zealand","Talk-Show",1
"New Zealand","Thriller",71
"New Zealand","War",7
"New Zealand","Western",11
"Nicaragua","Action",131
"Nicaragua","Adult",1
"Nicaragua","Adventure",84
"Nicaragua","Animation",43
"Nicaragua","Biography",4
"Nicaragua","Comedy",192
"Nicaragua","Crime",103
"Nicaragua","Documentary",10
"Nicaragua","Drama",302
"Nicaragua","Family",16
"Nicaragua","Fantasy",37
"Nicaragua","History",2
"Nicaragua","Horror",26
"Nicaragua","Music",29
"Nicaragua","Musical",1
"Nicaragua","Mystery",42
"Nicaragua","Reality-TV",3
"Nicaragua","Romance",121
"Nicaragua","Sci-Fi",14
"Nicaragua","Sport",3
"Nicaragua","Thriller",77
"Nicaragua","War",2
"Nicaragua","Western",7
"Nigeria","Action",173
"Nigeria","Adult",1
"Nigeria","Adventure",63
"Nigeria","Animation",10
"Nigeria","Biography",13
"Nigeria","Comedy",146
"Nigeria","Crime",132
"Nigeria","Documentary",13
"Nigeria","Drama",357
"Nigeria","Family",12
"Nigeria","Fantasy",45
"Nigeria","Game-Show",6
"Nigeria","History",8
"Nigeria","Horror",19
"Nigeria","Music",1
"Nigeria","Musical",1
"Nigeria","Mystery",65
"Nigeria","Reality-TV",6
"Nigeria","Romance",114
"Nigeria","Sci-Fi",40
"Nigeria","Sport",2
"Nigeria","Thriller",60
"Nigeria","War",2
"Nigeria","Western",9
"Norway","Action",179
"Norway","Adult",1
"Norway","Adventure",119
"Norway","Animation",49
"Norway","Biography",20
"Norway","Comedy",171
"Norway","Crime",151
"Norway","Documentary",27
"Norway","Drama",344
"Norway","Family",27
"Norway","Fantasy",54
"Norway","Game-Show",6
"Norway","History",9
"Norway","Horror",25
"Norway","Music",5
"Norway","Musical",1
"Norway","Mystery",47
"Norway","Reality-TV",17
"Norway","Romance",83
"Norway","Sci-Fi",24
"Norway","Sport",10
"Norway","Talk-Show",2
"Norway","Thriller",59
"Norway","War",9
"Norway","Western",14
"Oman","Action",192
"Oman","Adventure",104
"Oman","Animation",20
"Oman","Biography",11
"Oman","Comedy",120
"Oman","Crime",118
"Oman","Documentary",7
"Oman","Drama",272
"Oman","Family",18
"Oman","Fantasy",52
"Oman","Game-Show",4
"Oman","History",2
"Oman","Horror",36
"Oman","Musical",3
"Oman","Mystery",46
"Oman","Reality-TV",4
"Oman","Romance",57
"Oman","Sci-Fi",21
"Oman","Sport",2
"Oman","Thriller",78
"Oman","War",3
"Oman","Western",7
"Pakistan","Action",284
"Pakistan","Adventure",102
"Pakistan","Animation",26
"Pakistan","Biography",4
"Pakistan","Comedy",143
"Pakistan","Crime",222
"Pakistan","Documentary",6
"Pakistan","Drama",367
"Pakistan","Family",16
"Pakistan","Fantasy",42
"Pakistan","Game-Show",4
"Pakistan","Horror",40
"Pakistan","Musical",2
"Pakistan","Mystery",86
"Pakistan","Reality-TV",2
"Pakistan","Romance",65
"Pakistan","Sci-Fi",45
"Pakistan","Sport",3
"Pakistan","Thriller",89
"Pakistan","War",2
"Pakistan","Western",3
"Panama","Action",141
"Panama","Adult",1
"Panama","Adventure",110
"Panama","Animation",63
"Panama","Biography",9
"Panama","Comedy",195
"Panama","Crime",125
"Panama","Documentary",9
"Panama","Drama",317
"Panama","Family",16
"Panama","Fantasy",40
"Panama","Game-Show",3
"Panama","History",3
"Panama","Horror",28
"Panama","Music",20
"Panama","Musical",3
"Panama","Mystery",37
"Panama","Reality-TV",5
"Panama","Romance",119
"Panama","Sci-Fi",14
"Panama","Sport",3
"Panama","Thriller",80
"Panama","War",2
"Panama","Western",6
"Paraguay","Action",133
"Paraguay","Adventure",101
"Paraguay","Animation",54
"Paraguay","Biography",8
"Paraguay","Comedy",202
"Paraguay","Crime",117
"Paraguay","Documentary",12
"Paraguay","Drama",324
"Paraguay","Family",12
"Paraguay","Fantasy",31
"Paraguay","Game-Show",1
"Paraguay","History",3
"Paraguay","Horror",27
"Paraguay","Music",30
"Paraguay","Musical",1
"Paraguay","Mystery",46
"Paraguay","Reality-TV",4
"Paraguay","Romance",122
"Paraguay","Sci-Fi",13
"Paraguay","Sport",5
"Paraguay","Thriller",81
"Paraguay","War",2
"Paraguay","Western",5
"Peru","Action",158
"Peru","Adult",1
"Peru","Adventure",122
"Peru","Animation",67
"Peru","Biography",4
"Peru","Comedy",191
"Peru","Crime",108
"Peru","Documentary",9
"Peru","Drama",285
"Peru","Family",14
"Peru","Fantasy",42
"Peru","History",4
"Peru","Horror",26
"Peru","Music",18
"Peru","Musical",1
"Peru","Mystery",40
"Peru","Reality-TV",3
"Peru","Romance",111
"Peru","Sci-Fi",24
"Peru","Sport",3
"Peru","Thriller",74
"Peru","War",2
"Peru","Western",5
"Philippines","Action",197
"Philippines","Adventure",98
"Philippines","Animation",33
"Philippines","Biography",12
"Philippines","Comedy",141
"Philippines","Crime",109
"Philippines","Documentary",15
"Philippines","Drama",334
"Philippines","Family",33
"Philippines","Fantasy",53
"Philippines","History",9
"Philippines","Horror",42
"Philippines","Music",20
"Philippines","Musical",3
"Philippines","Mystery",60
"Philippines","Reality-TV",1
"Philippines","Romance",104
"Philippines","Sci-Fi",50
"Philippines","Sport",2
"Philippines","Thriller",95
"Philippines","War",3
"Philippines","Western",2
"Poland","Action",144
"Poland","Adventure",168
"Poland","Animation",101
"Poland","Biography",10
"Poland","Comedy",210
"Poland","Crime",126
"Poland","Documentary",12
"Poland","Drama",311
"Poland","Family",23
"Poland","Fantasy",53
"Poland","Game-Show",3
"Poland","History",7
"Poland","Horror",39
"Poland","Music",8
"Poland","Musical",2
"Poland","Mystery",53
"Poland","Reality-TV",5
"Poland","Romance",76
"Poland","Sci-Fi",24
"Poland","Sport",8
"Poland","Talk-Show",2
"Poland","Thriller",69
"Poland","War",4
"Poland","Western",8
"Portugal","Action",161
"Portugal","Adult",2
"Portugal","Adventure",100
"Portugal","Animation",38
"Portugal","Biography",10
"Portugal","Comedy",170
"Portugal","Crime",108
"Portugal","Documentary",12
"Portugal","Drama",316
"Portugal","Family",45
"Portugal","Fantasy",40
"Portugal","Game-Show",9
"Portugal","History",6
"Portugal","Horror",24
"Portugal","Music",53
"Portugal","Musical",22
"Portugal","Mystery",34
"Portugal","Reality-TV",14
"Portugal","Romance",95
"Portugal","Sci-Fi",17
"Portugal","Sport",8
"Portugal","Thriller",70
"Portugal","War",4
"Portugal","Western",12
"Qatar","Action",206
"Qatar","Adventure",123
"Qatar","Animation",29
"Qatar","Biography",18
"Qatar","Comedy",155
"Qatar","Crime",128
"Qatar","Documentary",12
"Qatar","Drama",337
"Qatar","Family",19
"Qatar","Fantasy",59
"Qatar","Game-Show",11
"Qatar","History",7
"Qatar","Horror",32
"Qatar","Music",1
"Qatar","Musical",2
"Qatar","Mystery",48
"Qatar","Reality-TV",14
"Qatar","Romance",105
"Qatar","Sci-Fi",25
"Qatar","Sport",6
"Qatar","Thriller",81
"Qatar","War",3
"Qatar","Western",5
"Réunion","Action",210
"Réunion","Adventure",128
"Réunion","Animation",59
"Réunion","Biography",5
"Réunion","Comedy",172
"Réunion","Crime",138
"Réunion","Documentary",11
"Réunion","Drama",330
"Réunion","Family",28
"Réunion","Fantasy",64
"Réunion","Game-Show",4
"Réunion","History",2
"Réunion","Horror",38
"Réunion","Music",35
"Réunion","Musical",2
"Réunion","Mystery",43
"Réunion","Reality-TV",7
"Réunion","Romance",75
"Réunion","Sci-Fi",51
"Réunion","Sport",5
"Réunion","Thriller",68
"Réunion","War",3
"Réunion","Western",4
"Romania","Action",169
"Romania","Adult",2
"Romania","Adventure",100
"Romania","Animation",25
"Romania","Biography",14
"Romania","Comedy",160
"Romania","Crime",139
"Romania","Documentary",13
"Romania","Drama",357
"Romania","Family",25
"Romania","Fantasy",51
"Romania","Game-Show",10
"Romania","History",7
"Romania","Horror",28
"Romania","Music",2
"Romania","Musical",2
"Romania","Mystery",68
"Romania","Reality-TV",14
"Romania","Romance",104
"Romania","Sci-Fi",23
"Romania","Sport",8
"Romania","Thriller",82
"Romania","War",4
"Romania","Western",8
"Russia","Action",249
"Russia","Adventure",134
"Russia","Animation",59
"Russia","Biography",19
"Russia","Comedy",185
"Russia","Crime",201
"Russia","Documentary",11
"Russia","Drama",343
"Russia","Family",30
"Russia","Fantasy",50
"Russia","Game-Show",2
"Russia","History",6
"Russia","Horror",39
"Russia","Music",2
"Russia","Musical",2
"Russia","Mystery",47
"Russia","Romance",73
"Russia","Sci-Fi",22
"Russia","Sport",6
"Russia","Thriller",66
"Russia","War",2
"Russia","Western",9
"Saudi Arabia","Action",230
"Saudi Arabia","Adventure",99
"Saudi Arabia","Animation",38
"Saudi Arabia","Biography",15
"Saudi Arabia","Comedy",149
"Saudi Arabia","Crime",159
"Saudi Arabia","Documentary",11
"Saudi Arabia","Drama",336
"Saudi Arabia","Family",22
"Saudi Arabia","Fantasy",48
"Saudi Arabia","Game-Show",4
"Saudi Arabia","History",2
"Saudi Arabia","Horror",43
"Saudi Arabia","Musical",2
"Saudi Arabia","Mystery",53
"Saudi Arabia","Reality-TV",7
"Saudi Arabia","Romance",74
"Saudi Arabia","Sci-Fi",28
"Saudi Arabia","Sport",3
"Saudi Arabia","Thriller",90
"Saudi Arabia","War",3
"Saudi Arabia","Western",11
"Serbia","Action",204
"Serbia","Adventure",114
"Serbia","Animation",38
"Serbia","Biography",14
"Serbia","Comedy",184
"Serbia","Crime",148
"Serbia","Documentary",15
"Serbia","Drama",322
"Serbia","Family",24
"Serbia","Fantasy",44
"Serbia","Game-Show",7
"Serbia","History",4
"Serbia","Horror",29
"Serbia","Music",4
"Serbia","Musical",2
"Serbia","Mystery",44
"Serbia","Reality-TV",10
"Serbia","Romance",98
"Serbia","Sci-Fi",22
"Serbia","Sport",8
"Serbia","Thriller",77
"Serbia","War",3
"Serbia","Western",10
"Singapore","Action",213
"Singapore","Adventure",107
"Singapore","Animation",25
"Singapore","Biography",9
"Singapore","Comedy",157
"Singapore","Crime",117
"Singapore","Documentary",14
"Singapore","Drama",330
"Singapore","Family",13
"Singapore","Fantasy",53
"Singapore","Game-Show",6
"Singapore","History",5
"Singapore","Horror",38
"Singapore","Music",1
"Singapore","Musical",1
"Singapore","Mystery",74
"Singapore","Reality-TV",17
"Singapore","Romance",92
"Singapore","Sci-Fi",51
"Singapore","Sport",9
"Singapore","Thriller",90
"Singapore","War",3
"Singapore","Western",3
"Slovakia","Action",184
"Slovakia","Adventure",135
"Slovakia","Animation",72
"Slovakia","Biography",22
"Slovakia","Comedy",194
"Slovakia","Crime",133
"Slovakia","Documentary",33
"Slovakia","Drama",308
"Slovakia","Family",33
"Slovakia","Fantasy",47
"Slovakia","Game-Show",12
"Slovakia","History",5
"Slovakia","Horror",35
"Slovakia","Music",6
"Slovakia","Musical",1
"Slovakia","Mystery",43
"Slovakia","Reality-TV",16
"Slovakia","Romance",86
"Slovakia","Sci-Fi",10
"Slovakia","Sport",11
"Slovakia","Thriller",53
"Slovakia","War",3
"Slovakia","Western",11
"Slovenia","Action",179
"Slovenia","Adventure",115
"Slovenia","Animation",42
"Slovenia","Biography",15
"Slovenia","Comedy",190
"Slovenia","Crime",110
"Slovenia","Documentary",19
"Slovenia","Drama",279
"Slovenia","Family",30
"Slovenia","Fantasy",48
"Slovenia","Game-Show",11
"Slovenia","History",4
"Slovenia","Horror",30
"Slovenia","Music",4
"Slovenia","Mystery",38
"Slovenia","Reality-TV",15
"Slovenia","Romance",84
"Slovenia","Sci-Fi",28
"Slovenia","Sport",10
"Slovenia","Thriller",54
"Slovenia","War",3
"Slovenia","Western",12
"South Africa","Action",175
"South Africa","Adult",2
"South Africa","Adventure",100
"South Africa","Animation",45
"South Africa","Biography",11
"South Africa","Comedy",193
"South Africa","Crime",110
"South Africa","Documentary",21
"South Africa","Drama",329
"South Africa","Family",21
"South Africa","Fantasy",44
"South Africa","Game-Show",11
"South Africa","History",3
"South Africa","Horror",26
"South Africa","Music",3
"South Africa","Musical",1
"South Africa","Mystery",60
"South Africa","Reality-TV",20
"South Africa","Romance",93
"South Africa","Sci-Fi",51
"South Africa","Sport",8
"South Africa","Talk-Show",2
"South Africa","Thriller",62
"South Africa","War",5
"South Africa","Western",8
"South Korea","Action",181
"South Korea","Adventure",76
"South Korea","Animation",18
"South Korea","Biography",5
"South Korea","Comedy",149
"South Korea","Crime",89
"South Korea","Documentary",2
"South Korea","Drama",320
"South Korea","Family",10
"South Korea","Fantasy",59
"South Korea","History",6
"South Korea","Horror",49
"South Korea","Music",3
"South Korea","Mystery",41
"South Korea","Reality-TV",5
"South Korea","Romance",111
"South Korea","Sci-Fi",36
"South Korea","Sport",8
"South Korea","Talk-Show",2
"South Korea","Thriller",95
"South Korea","War",4
"South Korea","Western",4
"Spain","Action",170
"Spain","Adult",2
"Spain","Adventure",105
"Spain","Animation",31
"Spain","Biography",7
"Spain","Comedy",176
"Spain","Crime",130
"Spain","Documentary",12
"Spain","Drama",322
"Spain","Family",24
"Spain","Fantasy",43
"Spain","Game-Show",4
"Spain","History",4
"Spain","Horror",33
"Spain","Music",21
"Spain","Mystery",46
"Spain","Reality-TV",10
"Spain","Romance",123
"Spain","Sci-Fi",25
"Spain","Short",1
"Spain","Sport",8
"Spain","Thriller",63
"Spain","War",3
"Spain","Western",11
"Sri Lanka","Action",185
"Sri Lanka","Adventure",82
"Sri Lanka","Animation",20
"Sri Lanka","Biography",8
"Sri Lanka","Comedy",173
"Sri Lanka","Crime",138
"Sri Lanka","Documentary",11
"Sri Lanka","Drama",364
"Sri Lanka","Family",24
"Sri Lanka","Fantasy",43
"Sri Lanka","Game-Show",7
"Sri Lanka","History",1
"Sri Lanka","Horror",26
"Sri Lanka","Mystery",76
"Sri Lanka","Reality-TV",6
"Sri Lanka","Romance",112
"Sri Lanka","Sci-Fi",41
"Sri Lanka","Sport",4
"Sri Lanka","Thriller",68
"Sri Lanka","War",4
"Sri Lanka","Western",3
"Sweden","Action",184
"Sweden","Adult",1
"Sweden","Adventure",130
"Sweden","Animation",58
"Sweden","Biography",17
"Sweden","Comedy",168
"Sweden","Crime",143
"Sweden","Documentary",20
"Sweden","Drama",339
"Sweden","Family",24
"Sweden","Fantasy",57
"Sweden","Game-Show",6
"Sweden","History",7
"Sweden","Horror",27
"Sweden","Music",6
"Sweden","Mystery",53
"Sweden","Reality-TV",14
"Sweden","Romance",81
"Sweden","Sci-Fi",29
"Sweden","Sport",9
"Sweden","Talk-Show",1
"Sweden","Thriller",60
"Sweden","War",10
"Sweden","Western",10
"Switzerland","Action",186
"Switzerland","Adult",3
"Switzerland","Adventure",130
"Switzerland","Animation",34
"Switzerland","Biography",13
"Switzerland","Comedy",186
"Switzerland","Crime",164
"Switzerland","Documentary",19
"Switzerland","Drama",329
"Switzerland","Family",44
"Switzerland","Fantasy",65
"Switzerland","Game-Show",6
"Switzerland","History",3
"Switzerland","Horror",31
"Switzerland","Music",7
"Switzerland","Musical",1
"Switzerland","Mystery",54
"Switzerland","Reality-TV",10
"Switzerland","Romance",90
"Switzerland","Sci-Fi",35
"Switzerland","Sport",12
"Switzerland","Thriller",66
"Switzerland","War",4
"Switzerland","Western",13
"Taiwan","Action",197
"Taiwan","Adventure",97
"Taiwan","Animation",29
"Taiwan","Biography",16
"Taiwan","Comedy",158
"Taiwan","Crime",107
"Taiwan","Documentary",13
"Taiwan","Drama",368
"Taiwan","Family",13
"Taiwan","Fantasy",62
"Taiwan","Game-Show",1
"Taiwan","History",6
"Taiwan","Horror",32
"Taiwan","Music",3
"Taiwan","Mystery",81
"Taiwan","Reality-TV",1
"Taiwan","Romance",152
"Taiwan","Sci-Fi",40
"Taiwan","Sport",11
"Taiwan","Thriller",67
"Taiwan","War",4
"Taiwan","Western",3
"Thailand","Action",211
"Thailand","Adventure",155
"Thailand","Animation",47
"Thailand","Biography",7
"Thailand","Comedy",201
"Thailand","Crime",109
"Thailand","Documentary",6
"Thailand","Drama",277
"Thailand","Family",18
"Thailand","Fantasy",68
"Thailand","History",15
"Thailand","Horror",44
"Thailand","Music",1
"Thailand","Musical",1
"Thailand","Mystery",58
"Thailand","Romance",133
"Thailand","Sci-Fi",47
"Thailand","Sport",4
"Thailand","Thriller",81
"Thailand","War",5
"Thailand","Western",3
"Trinidad and Tobago","Action",191
"Trinidad and Tobago","Adventure",114
"Trinidad and Tobago","Animation",58
"Trinidad and Tobago","Biography",7
"Trinidad and Tobago","Comedy",173
"Trinidad and Tobago","Crime",149
"Trinidad and Tobago","Documentary",8
"Trinidad and Tobago","Drama",304
"Trinidad and Tobago","Family",24
"Trinidad and Tobago","Fantasy",49
"Trinidad and Tobago","Game-Show",8
"Trinidad and Tobago","Horror",28
"Trinidad and Tobago","Music",5
"Trinidad and Tobago","Musical",1
"Trinidad and Tobago","Mystery",42
"Trinidad and Tobago","Reality-TV",10
"Trinidad and Tobago","Romance",82
"Trinidad and Tobago","Sci-Fi",23
"Trinidad and Tobago","Sport",3
"Trinidad and Tobago","Talk-Show",1
"Trinidad and Tobago","Thriller",99
"Trinidad and Tobago","War",4
"Trinidad and Tobago","Western",8
"Turkey","Action",207
"Turkey","Adventure",110
"Turkey","Animation",26
"Turkey","Biography",15
"Turkey","Comedy",152
"Turkey","Crime",145
"Turkey","Documentary",13
"Turkey","Drama",366
"Turkey","Family",26
"Turkey","Fantasy",79
"Turkey","Game-Show",3
"Turkey","History",7
"Turkey","Horror",43
"Turkey","Music",1
"Turkey","Musical",4
"Turkey","Mystery",62
"Turkey","Reality-TV",5
"Turkey","Romance",107
"Turkey","Sci-Fi",36
"Turkey","Sport",4
"Turkey","Thriller",83
"Turkey","War",4
"Turkey","Western",8
"Ukraine","Action",220
"Ukraine","Adventure",141
"Ukraine","Animation",67
"Ukraine","Biography",18
"Ukraine","Comedy",195
"Ukraine","Crime",165
"Ukraine","Documentary",15
"Ukraine","Drama",334
"Ukraine","Family",34
"Ukraine","Fantasy",44
"Ukraine","Game-Show",3
"Ukraine","History",7
"Ukraine","Horror",35
"Ukraine","Music",3
"Ukraine","Mystery",43
"Ukraine","Reality-TV",2
"Ukraine","Romance",79
"Ukraine","Sci-Fi",24
"Ukraine","Sport",6
"Ukraine","Thriller",69
"Ukraine","War",2
"Ukraine","Western",13
"United Arab Emirates","Action",202
"United Arab Emirates","Adventure",124
"United Arab Emirates","Animation",35
"United Arab Emirates","Biography",21
"United Arab Emirates","Comedy",168
"United Arab Emirates","Crime",134
"United Arab Emirates","Documentary",14
"United Arab Emirates","Drama",343
"United Arab Emirates","Family",18
"United Arab Emirates","Fantasy",59
"United Arab Emirates","Game-Show",11
"United Arab Emirates","History",5
"United Arab Emirates","Horror",31
"United Arab Emirates","Music",1
"United Arab Emirates","Musical",1
"United Arab Emirates","Mystery",46
"United Arab Emirates","Reality-TV",16
"United Arab Emirates","Romance",106
"United Arab Emirates","Sci-Fi",25
"United Arab Emirates","Sport",5
"United Arab Emirates","Thriller",75
"United Arab Emirates","War",3
"United Arab Emirates","Western",5
"United Kingdom","Action",169
"United Kingdom","Adult",2
"United Kingdom","Adventure",144
"United Kingdom","Animation",59
"United Kingdom","Biography",18
"United Kingdom","Comedy",216
"United Kingdom","Crime",108
"United Kingdom","Documentary",28
"United Kingdom","Drama",285
"United Kingdom","Family",31
"United Kingdom","Fantasy",48
"United Kingdom","Game-Show",6
"United Kingdom","History",3
"United Kingdom","Horror",34
"United Kingdom","Music",3
"United Kingdom","Musical",2
"United Kingdom","Mystery",40
"United Kingdom","Reality-TV",16
"United Kingdom","Romance",78
"United Kingdom","Sci-Fi",35
"United Kingdom","Sport",9
"United Kingdom","Talk-Show",2
"United Kingdom","Thriller",62
"United Kingdom","War",6
"United Kingdom","Western",11
"United States","Action",149
"United States","Adventure",113
"United States","Animation",51
"United States","Biography",9
"United States","Comedy",166
"United States","Crime",105
"United States","Documentary",22
"United States","Drama",281
"United States","Family",35
"United States","Fantasy",39
"United States","Game-Show",7
"United States","History",1
"United States","Horror",35
"United States","Music",11
"United States","Mystery",55
"United States","Reality-TV",18
"United States","Romance",62
"United States","Sci-Fi",30
"United States","Sport",24
"United States","Talk-Show",2
"United States","Thriller",57
"United States","War",6
"United States","Western",8
"Uruguay","Action",131
"Uruguay","Adventure",105
"Uruguay","Animation",49
"Uruguay","Biography",15
"Uruguay","Comedy",171
"Uruguay","Crime",153
"Uruguay","Documentary",14
"Uruguay","Drama",368
"Uruguay","Family",15
"Uruguay","Fantasy",33
"Uruguay","Game-Show",1
"Uruguay","History",6
"Uruguay","Horror",34
"Uruguay","Music",35
"Uruguay","Musical",2
"Uruguay","Mystery",55
"Uruguay","Reality-TV",3
"Uruguay","Romance",87
"Uruguay","Sci-Fi",12
"Uruguay","Sport",6
"Uruguay","Thriller",90
"Uruguay","War",3
"Uruguay","Western",6
"Venezuela","Action",131
"Venezuela","Adventure",81
"Venezuela","Animation",39
"Venezuela","Biography",9
"Venezuela","Comedy",180
"Venezuela","Crime",121
"Venezuela","Documentary",11
"Venezuela","Drama",316
"Venezuela","Family",17
"Venezuela","Fantasy",32
"Venezuela","History",2
"Venezuela","Horror",29
"Venezuela","Music",26
"Venezuela","Musical",1
"Venezuela","Mystery",41
"Venezuela","Reality-TV",3
"Venezuela","Romance",121
"Venezuela","Sci-Fi",10
"Venezuela","Sport",7
"Venezuela","Thriller",89
"Venezuela","War",3
"Venezuela","Western",7
"Vietnam","Action",240
"Vietnam","Adventure",141
"Vietnam","Animation",18
"Vietnam","Biography",6
"Vietnam","Comedy",238
"Vietnam","Crime",125
"Vietnam","Documentary",6
"Vietnam","Drama",351
"Vietnam","Family",32
"Vietnam","Fantasy",72
"Vietnam","Film-Noir",1
"Vietnam","Game-Show",1
"Vietnam","History",15
"Vietnam","Horror",37
"Vietnam","Music",3
"Vietnam","Musical",2
"Vietnam","Mystery",62
"Vietnam","Reality-TV",1
"Vietnam","Romance",122
"Vietnam","Sci-Fi",49
"Vietnam","Thriller",92
"Vietnam","War",5
"Vietnam","Western",3
